,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_total_spent
hourstv,0.007721454,-0.000382749,-0.004655217,-0.027446229,-0.019739569,-0.009503169,-0.008986733,-0.030834553,-0.009686755,-0.000417746,-0.00444024,-0.102944544,0.050430038,0.064533395,-0.012902429,0.037597375,0.038285687,0.009482012,0.006806419,0.034749194,0.028921897,0.026671451,0.026783157,0.019514499,0.0029337,0.006591862,0.001172196,0.008284132,-0.003988628,0.00871876,0.01748276,0.007179615,-0.047497321,-0.001570382,0.008707425,0.008495022,0.019542191,0.001441072,0.046441358,0.027977222,0.000780388,-0.016545434,-0.00029282,-0.003851552,0.004421624,-0.015988777,-0.017595526,-0.012668611,-0.016664717,-0.025037251,-0.002723861,-0.001290929,-0.01128696,-0.024989986,6.94E-05,0.000969084,0.032979763,0.010681022,0.008011373,-0.004459733,0.026038112,0.009345652,-0.014807673,-0.001096545,0.017167446,0.03347976,-0.018429267,0.002271635,-0.012552363,-0.021811059,0.015091179,0.02644171,0.007308171,0.002008114,0.026914987,-0.015010606,0.012707084,0.008296994,0.002185721,0.016555957,0.019756084,0.012329355,0.013860334,0.021643998,0.017542896,0.015013559,0.013041938,0.001757305,0.005570458,0.008432854,0.013626658,-0.007429502,0.001929516,0.013394139,-0.002521549,0.026603834,0.011552734,0.002282906,-0.015864341,0.500174649,1,0.172470616,0.181185677,0.207198722,0.00577564,-0.005364309,0.013221665,0.004479573,0.009334147,0.013717561,-0.012955797,0.015714606,0.028599349,0.047134753
ownvcr,0.022060623,-0.004527301,-0.003569759,0.099193869,0.126322661,0.064505252,0.069821426,0.025123583,0.005636076,0.126832326,0.16811525,-0.145458016,0.196750086,0.287225551,0.004312329,0.108597739,0.1367561,-0.078431777,0.14077713,0.065730081,0.070303714,0.070425112,0.001593936,-0.00327834,0.016023241,-0.012117939,0.012504174,-0.007811618,0.027021947,-0.008175046,-0.009921319,0.090419845,-0.035651838,0.144969165,0.190123747,-0.004340277,0.058967607,-0.006533937,0.211126789,0.141289358,-0.01859056,0.010998064,0.012168185,0.009587177,-0.017894776,-0.008417249,0.005446757,0.004365714,-0.003908728,-0.006639533,-0.004264342,-0.00421137,0.007343267,0.005046373,-0.014112516,-0.002845401,0.02925163,0.01325783,0.041544078,0.044053674,0.00388177,0.008333441,-0.02418478,0.005679453,0.20050367,0.267389536,-0.051631422,0.002820969,-0.001707908,-0.018447206,0.209925521,0.25224985,-0.045211835,0.033593937,0.236524434,-0.099518683,0.132889339,0.121883331,0.035588266,0.081243699,0.118254985,0.010348538,0.035556554,0.100012259,0.128042446,0.11085035,0.13704547,0.031537438,0.061187947,0.093613908,0.131127579,0.040494631,0.031508726,0.005575783,0.029583719,0.043404393,0.031411047,0.048561571,-0.004364519,0.344092978,0.172470616,1,0.480245189,0.493230051,0.046357962,0.003047137,0.017602262,0.017815719,0.034648047,0.144738329,0.008523699,0.018786065,0.029157172,0.160530574
owndvd,0.011319124,0.0164312,0.012180539,0.093028522,0.120847962,0.062181493,0.066569444,0.011965734,0.012555199,0.124413277,0.160621076,-0.155008121,0.199243821,0.292891033,0.019634094,0.113107538,0.140504807,-0.055176815,0.126719368,0.079002206,0.080329906,0.07964811,0.01691913,0.023793667,0.015857334,-0.021895156,0.024045893,0.017524706,0.020661108,-0.022544322,0.021550774,0.075160281,-0.020189107,0.143898986,0.184189472,-0.005216841,0.056620752,-0.022377039,0.211751572,0.136435435,-0.018148789,-0.014892605,0.013067804,0.013859407,-0.007960974,0.000500128,-0.010971782,-0.013732632,0.0020178,-0.005379558,-0.004330776,-0.003660427,0.012883782,-0.008412466,-0.005072328,0.000274181,0.038636275,-0.010603526,0.035064374,0.006804105,0.002724425,-0.005713372,-0.003501176,-0.003642238,0.197294016,0.263420368,-0.040927562,-0.016036416,-0.025049858,-0.005711355,0.208242877,0.251002657,-0.026668238,0.051765254,0.234813486,-0.09595975,0.139576778,0.132883461,0.04199173,0.086579409,0.121912868,0.00784825,0.035533562,0.093196367,0.106419524,0.089812041,0.133313706,0.029097716,0.062059556,0.092961017,0.142394541,0.035466391,0.028582289,0.010427054,0.031768731,0.028396981,0.013705383,0.027783784,0.003876844,0.37256339,0.181185677,0.480245189,1,0.454834744,0.045886158,0.009406383,-0.001404436,0.01299174,0.037603796,0.131412205,0.00029628,0.019218869,0.045332265,0.164219926
owncd,0.048588737,0.020692077,-0.002860503,0.055099564,0.07888829,0.053189439,0.056563007,0.022038145,0.00625067,0.106874224,0.138173414,-0.16531799,0.179108298,0.259558392,0.002758529,0.099112779,0.124261813,-0.051511308,0.112916427,0.059714517,0.057765337,0.054414269,0.00948155,0.007404438,0.003837189,0.007874198,0.016317298,-0.013042376,0.024587434,-0.003985459,-7.11E-05,0.076994885,-0.039988694,0.111560335,0.143678273,0.002982799,0.077475697,0.010443331,0.195042701,0.133610473,0.000335759,0.00880836,0.001957775,-0.002498677,-0.014121644,-0.003175716,0.006511992,0.011356587,-0.010709882,0.000475379,0.000147927,0.01812472,0.011427396,0.008933268,-0.018057317,0.010642178,0.026361885,-0.024421399,0.026437935,0.033649106,-0.002042122,0.014536932,-0.010762689,0.001574251,0.158860794,0.214699449,-0.050926237,0.006314583,0.000303181,-0.020685313,0.168670722,0.203257634,-0.013489811,0.028593804,0.19519032,-0.088039465,0.114644394,0.106097095,0.039671491,0.078181068,0.105502205,0.022767192,0.041801104,0.084995092,0.089732316,0.079165172,0.104541692,0.040211501,0.063271281,0.080269287,0.115225265,0.048337384,0.031356406,0.007202019,0.033059601,0.044684103,0.039142452,0.036154639,-0.009840818,0.391085075,0.207198722,0.493230051,0.454834744,1,0.042928401,0.007657442,0.016008231,0.015249439,0.050192824,0.119673669,-0.002627469,0.015717722,0.040735753,0.15436091
ownpda,0.040228489,0.022757722,-0.001115942,-0.074423078,-0.059489693,0.299870845,0.293125455,-0.009352226,0.019564593,-0.070407942,-0.054009906,-0.097558472,0.139003658,0.147062483,0.001346818,0.059157853,0.106127523,0.032559117,-0.026782376,0.007390986,0.046449352,0.063592197,0.027204804,-0.000546259,-0.019077894,-0.000853926,4.85E-05,-0.001345172,0.035825409,-0.001948441,-0.001239675,0.059167251,-0.009153895,-0.0479254,-0.034923393,0.006393024,0.014017827,0.000368481,0.105900877,0.062154613,-0.014015826,0.026179956,0.019251202,0.016148511,-0.011631244,-0.015388024,-0.005120012,-0.012517967,-0.021371825,-0.021215611,0.000208959,0.024252615,0.012603146,0.011296654,0.003908617,-0.013482094,-0.011890122,-0.008535078,-0.001864597,0.021383897,-0.012540418,0.020734764,-0.010868795,-0.002225892,-0.057841385,-0.031378956,-0.018830738,0.00316471,0.013102546,-0.004012267,-0.051273467,-0.035226477,0.024681079,0.01510671,-0.04512431,0.177357116,-0.046049869,-0.050591555,0.30681445,0.31177089,0.210349635,0.341672112,0.450867151,0.343194797,0.139720444,0.115376826,0.007379318,0.552560655,0.592453872,0.456323113,0.18286533,0.504420313,0.502470825,0.347957819,0.321219387,0.297311825,0.306654861,0.302337942,0.318019907,0.031213134,0.00577564,0.046357962,0.045886158,0.042928401,1,0.269220101,0.246157141,0.259671012,0.434103694,-0.037949161,-0.023472382,0.021607501,0.077115967,0.070236263
ownpc,0.020596103,0.002663634,-0.006962566,-0.133283694,-0.123191955,0.43503435,0.414619356,-0.037929443,0.006489376,-0.161336524,-0.152394281,-0.088905922,0.048604251,0.052350945,0.009552953,0.023465755,0.042729065,0.064651756,-0.08053341,-0.035172103,0.024011886,0.047637412,0.019212728,0.005437763,-0.006876778,0.018475762,0.003941324,0.011567311,0.00540245,0.011097324,-0.001372924,0.036897441,-0.011309704,-0.10419849,-0.09921272,0.002469591,0.016226742,0.001411833,0.044825615,0.026838601,0.012776818,-0.015725636,0.009531944,0.006645309,-0.002325682,-0.002093791,0.015551657,-0.01023547,-0.009786958,-0.014720006,0.032702163,0.015847462,0.011651479,-0.001375821,0.003364137,0.001625529,-0.032706541,0.013026608,0.005552474,0.051521063,-0.027570146,-0.017491348,-0.027242766,-0.006906025,-0.113770733,-0.093754445,-0.007850717,-0.010146,-0.01432675,-0.009892839,-0.111661736,-0.097939452,0.037075151,0.030808412,-0.104386139,0.241277963,-0.061119498,-0.068679595,0.009306218,-0.015651816,-0.042520495,0.471564498,0.452182212,0.336957862,-0.048827346,-0.039595811,-0.072435671,0.343009846,0.318737521,0.233554826,0.261211554,0.327103842,0.318241108,0.630562854,0.013681385,0.016148955,0.016095045,0.002996834,0.4701922,0.005738676,-0.005364309,0.003047137,0.009406383,0.007657442,0.269220101,1,0.39683307,0.419362158,0.243923512,-0.061752526,-0.107193624,0.039890835,0.089388389,0.043595344
ownipod,0.007503755,0.005330588,-0.021319487,-0.217523578,-0.208689532,0.369255741,0.35748104,-0.026887992,-0.005895172,-0.198109923,-0.192716132,-0.132788865,0.037423141,0.045009719,0.013959741,0.014914292,0.041613661,0.11330463,-0.092073916,-0.024487749,0.018496862,0.03717984,0.042858724,0.013779269,-0.013004629,0.022536785,-0.011761738,-0.003954511,0.012965018,0.002853515,0.012582665,0.036044733,-0.000379802,-0.176243009,-0.165832115,-0.003955748,0.019689607,0.001385903,0.025012113,0.004812802,-0.031890265,0.016707692,-0.002903488,-0.002946963,0.008818489,0.012962405,0.004182957,-0.028105865,-0.024274272,-0.002638643,0.029193457,0.023533717,0.001988272,-0.006703336,-0.000459047,-0.006289971,-0.027793657,-0.012226743,0.012959765,0.027939882,-0.005144013,-0.017101102,-0.0236156,0.009432488,-0.17953666,-0.154723953,-0.022336115,0.007617103,-0.001958086,-0.008755913,-0.164170239,-0.151798492,0.050130531,-0.022398709,-0.14927029,0.24520355,-0.113744399,-0.120022789,0.03323826,-0.016297072,-0.05780583,0.445505847,0.4418962,0.318738099,-0.063061466,-0.060793776,-0.109985196,0.300669366,0.291084449,0.197443795,0.19765914,0.297947499,0.279176161,0.428957056,0.030801182,0.024295251,0.012405993,0.008585339,0.416500102,0.020848701,0.013221665,0.017602262,-0.001404436,0.016008231,0.246157141,0.39683307,1,0.369893246,0.237788569,-0.099715707,-0.069869543,0.015484809,0.072790637,0.043334618
owngame,0.026391224,0.007895645,0.00116439,-0.235225671,-0.22338683,0.37623536,0.361190818,-0.0502783,0.006765115,-0.218398991,-0.211117887,-0.151758983,0.03116517,0.046546004,0.008231822,-0.002490555,0.022895015,0.118223315,-0.11673083,-0.01282218,0.044961783,0.06969928,0.058532838,0.007741461,-0.020451105,-0.00732465,0.003979658,0.007384028,0.002774275,0.012259806,0.01241097,0.027642323,-0.001019102,-0.182522583,-0.169545649,0.017448554,0.050957995,0.02325046,0.040730135,0.03725249,0.013379145,-0.006682787,0.019566872,0.013727912,0.0054552,0.005193586,-0.016594484,-0.015532161,-0.013737297,-0.019652839,0.021159856,-0.002376538,0.022943589,0.004028006,-0.001344897,0.003125236,-0.032440014,0.010353379,-0.000903837,0.03708554,-0.014032446,-0.011681112,-0.023937953,0.005530323,-0.174763729,-0.145552984,-0.03462099,-0.00064757,0.003328377,-0.003504115,-0.167537345,-0.143469098,0.047944567,-0.001987679,-0.153245772,0.240302164,-0.118343061,-0.127805517,0.011969936,-0.013379559,-0.056187331,0.43681214,0.43432757,0.313193885,-0.070410337,-0.06465471,-0.107504394,0.309747297,0.297858729,0.203034945,0.2031435,0.313464564,0.29641921,0.453283144,0.013533997,0.015917457,0.0048543,0.003389987,0.439083888,0.028993063,0.004479573,0.017815719,0.01299174,0.015249439,0.259671012,0.419362158,0.369893246,1,0.230499171,-0.089810842,-0.096176454,0.011743923,0.094278275,0.043315898
ownfax,0.036622228,-0.000636118,0.009167199,-0.042090228,-0.029309521,0.276749554,0.273645771,0.008409087,0.024516307,-0.040181449,-0.035826021,-0.070564348,0.145425002,0.139071658,0.002820571,0.071628968,0.113084528,0.032814328,-0.026108006,-0.001356859,0.034929157,0.051898067,0.015212206,0.01830601,-0.000823272,0.017175723,0.007712657,0.002072748,0.025280791,-0.009627774,0.011446302,0.066078824,-0.016105376,-0.034346808,-0.021420939,-0.008286755,0.025177868,0.010129233,0.11063724,0.069938799,-0.003919719,0.001375788,0.005402974,0.000323569,-0.031857768,-0.007854933,0.01939522,0.004705467,3.83E-05,-0.019287085,-0.011171312,0.004253663,-0.001199056,0.006210815,-0.002767927,-0.003168444,-0.042227502,-0.003193132,-0.006283313,0.052131898,0.002425241,-0.015521456,-0.002889842,-0.01421666,-0.032406413,-0.016305,-0.002808526,0.014541315,0.021773589,0.014241286,-0.02858867,-0.021368801,-0.002724577,0.02052156,-0.034460945,0.167608143,-0.033402684,-0.039841948,0.310208219,0.326152262,0.221662018,0.321905974,0.434899147,0.325595147,0.167540021,0.143613172,0.034931259,0.543553312,0.594593513,0.456985857,0.187292096,0.489643756,0.534061235,0.328666833,0.315820057,0.294398821,0.302268432,0.302672587,0.29392626,0.020987312,0.009334147,0.034648047,0.037603796,0.050192824,0.434103694,0.243923512,0.237788569,0.230499171,1,-0.024572764,-0.014592418,0.032549273,0.093359752,0.063699178
news,0.012312041,-0.028678411,-0.02083729,0.365204248,0.348274793,-0.073643621,-0.068420104,0.090860516,0.007508301,0.367160667,0.369205592,0.213706616,0.121696074,0.134250871,0.005047003,0.072808925,0.090331476,-0.177282296,0.19853989,0.103666888,0.090618494,0.081830733,-0.052898256,0.03423076,0.03097719,0.021519064,-0.024218126,0.013057129,0.002958477,-0.012044389,0.027570355,0.057451003,0.005216525,0.394296532,0.381300978,0.006248674,-0.004054882,0.004058897,0.126569222,0.093685204,0.009719331,-0.008376691,-0.009495103,-0.009911006,-0.021031564,-0.004699681,-0.001906134,0.006966476,-0.010097348,0.002800635,0.006231718,0.002930315,0.000890153,-0.027332018,-0.00640205,0.000455691,0.009427304,-0.020823235,0.025065112,-0.004035877,0.021756578,0.005000138,-0.009038685,-0.007659132,0.562132123,0.496195321,-0.033769186,-0.020001563,5.67E-05,0.007852814,0.574711298,0.526352284,-0.090872976,0.053382962,0.603689616,-0.237970421,0.450134492,0.468477966,0.019377931,0.120213471,0.270020871,-0.070413171,-0.027568657,0.155797022,0.307105668,0.291084682,0.435386356,-0.028169456,0.029683935,0.157088569,0.287638162,-0.028757063,-0.03791502,-0.073435248,0.01612597,0.0185426,0.001877994,0.023647201,-0.067877202,0.009826709,0.013717561,0.144738329,0.131412205,0.119673669,-0.037949161,-0.061752526,-0.099715707,-0.089810842,-0.024572764,1,0.020918542,0.030136161,-0.011147675,0.027504283
response_01,-0.013004396,-0.006225246,0.018057964,0.015139941,0.010039028,-0.117606324,-0.11265272,0.000137054,-0.010491623,0.040095587,0.03041822,-0.003456608,-0.007105627,-0.001147708,0.005009161,-0.001389428,2.02E-05,-0.013471574,0.015173453,0.011970067,-0.008599767,-0.015360609,0.009190345,0.009910499,-0.00181942,-0.00909862,-0.017761398,0.026084752,-0.012581356,0.031582991,0.011466028,0.023682119,0.005355017,0.019398731,0.019875256,-0.004195489,0.010918447,0.002541761,0.006612655,0.003495837,0.012601657,0.012189125,-0.003269247,6.82E-05,0.004987236,-0.019845072,0.005032204,0.028240598,-0.001041745,0.00197064,-0.02675463,-0.003473864,-0.011037387,0.001814314,-0.006628197,0.035705865,0.003107832,0.003830298,0.007374578,-0.009434304,0.006991907,-0.003828781,0.008780958,0.00675069,0.006905839,-0.002113634,0.011270262,-0.002080847,0.012798859,0.01806184,0.007188996,0.001141746,0.003204098,0.005667108,0.009323941,-0.057889332,0.008035518,0.009593967,0.059610235,0.074445226,0.058754293,-0.098260392,-0.087628719,-0.065237363,0.045883659,0.051954964,0.031167781,-0.029921711,-0.022466099,-0.013964971,-0.071050207,-0.034047462,-0.021588403,-0.102430178,0.067089193,0.076339731,0.075362599,0.087076858,-0.076900908,0.000592501,-0.012955797,0.008523699,0.00029628,-0.002627469,-0.023472382,-0.107193624,-0.069869543,-0.096176454,-0.014592418,0.020918542,1,-0.015601223,-0.018780988,-0.01027414
response_02,0.005898673,-0.010036673,0.001384931,0.01317496,0.010467454,0.073207063,0.070172159,0.002887843,0.00643058,0.014430265,0.0175038,-0.019784287,0.053692947,0.06260277,0.00289682,0.026894695,0.035213003,-0.02388216,-0.000330395,0.023048324,0.032033799,0.02988137,0.009650641,0.026538614,0.000857619,0.012210063,-0.003190657,0.008980164,0.000653537,0.003494001,0.024976125,0.020196849,-0.008340661,0.01069771,0.022756609,0.024689842,0.028836457,0.007192486,0.064392232,0.05024058,0.0005579,0.005837033,0.008778315,0.00626997,-0.011163683,0.001694028,-0.012919046,0.028895019,0.000613165,0.007712895,0.010301625,-0.014631564,-0.009894965,0.007862867,-0.018295383,-0.026788673,-0.01137104,0.006703263,-0.009387267,0.027175171,-0.01030461,-0.007472356,-0.006533124,-0.015448816,0.016901799,0.023015068,-0.01855551,-0.025128473,-0.001366862,0.003824964,0.011957584,0.024507519,-0.031534243,0.011456882,0.016626175,0.035134122,9.22E-05,0.000566898,0.025423522,0.034396136,0.027677148,0.038696227,0.043986346,0.044815493,0.017405216,0.018467766,0.020081359,0.051744149,0.053434034,0.054609715,0.027415349,0.050959276,0.05670616,0.033039602,0.037650356,0.04065557,0.051324272,0.031901569,0.029669921,0.004755347,0.015714606,0.018786065,0.019218869,0.015717722,0.021607501,0.039890835,0.015484809,0.011743923,0.032549273,0.030136161,-0.015601223,1,0.028265634,0.024889835
response_03,0.005694326,-0.007200324,-0.00968507,-0.026230829,-0.014860223,0.107170664,0.106223369,-0.008415284,0.004478954,-0.028479955,-0.032849811,-0.0385002,0.047224904,0.055487786,0.020447339,0.026297234,0.038306725,0.010669522,-0.022762574,-0.011006152,0.002480062,0.007672814,0.014350965,0.017070615,0.00482053,0.016311273,0.008489159,0.035363868,0.006038135,0.009959394,0.005634791,0.013669577,0.012760591,-0.025810763,-0.019743764,-0.002015557,0.009020448,0.000638012,0.037132099,0.026358799,0.016911259,0.009341465,-0.00505782,-0.006992117,-0.004627324,0.005185574,0.013828556,-0.013975954,-0.008426134,0.00019228,-0.002109507,-0.000609627,0.025901462,-0.013939117,-0.012557775,0.020196833,-0.001640428,-0.000893153,-0.003556505,0.008265427,-0.018016143,0.014680273,-0.002640546,-0.025829706,-0.025138324,-0.007434585,0.002096899,0.016122535,-0.021795595,0.015150837,-0.020477767,-0.004411911,0.026349259,-4.91E-05,-0.021614038,0.057763033,-0.020655531,-0.023046951,0.02245945,0.027637896,0.01396193,0.093406619,0.119328286,0.093464335,0.019867362,0.013530834,-0.005461948,0.080440132,0.107865365,0.090436563,0.061249618,0.098333777,0.095251772,0.101244727,0.043848946,0.012234801,0.033577299,0.055137222,0.08737239,0.018972376,0.028599349,0.029157172,0.045332265,0.040735753,0.077115967,0.089388389,0.072790637,0.094278275,0.093359752,-0.011147675,-0.018780988,0.028265634,1,0.061577006
ln_total_spent,0.037272806,0.009189525,-0.07835127,0.002317746,0.025910117,0.097505687,0.094092633,-0.009458366,0.022655437,0.066624811,0.093428216,-0.200467231,0.328080027,0.377924544,0.016292283,0.204539296,0.244291215,0.021775768,0.061996461,0.018953469,0.03075227,0.038309465,0.006198181,-0.005655344,0.001342676,0.004742825,-0.01623452,0.025133217,0.001016148,0.003221958,-0.008617363,0.069303486,-0.01480976,0.042777551,0.069535746,0.012477838,0.074943797,0.001504636,0.305017586,0.203941552,-0.008395193,0.016017536,-0.008262329,-0.013322392,0.005384076,0.012686456,0.017818225,0.006048075,-0.012665989,-0.012617411,-0.004273124,-0.026102546,-0.001709226,-0.012292498,-0.004557534,-0.015760783,0.016025391,0.007361408,0.031348401,0.057015095,-0.232058738,0.000331844,-0.016798955,-0.007503615,0.05040424,0.071111511,-0.075969332,-0.008162267,-0.002814156,-0.018659049,0.054089915,0.064626081,-0.004236126,0.029769262,0.050647766,0.019755695,0.037958504,0.037301001,0.053953242,0.075718063,0.084211933,0.051984258,0.07114831,0.083276501,0.019858796,0.012967538,0.022108861,0.075297522,0.088831516,0.097400074,0.044173996,0.045324479,0.058785446,0.073928684,0.054237216,0.055119307,0.051737611,0.055306571,0.031575766,0.085460852,0.047134753,0.160530574,0.164219926,0.15436091,0.070236263,0.043595344,0.043334618,0.043315898,0.063699178,0.027504283,-0.01027414,0.024889835,0.061577006,1
